lEntity,Rela,rEntity,type,le,re,rela,cls
PICC line,presence,yes,Lung_hypoinflation,751,577,12,6
PICC line,appearance,left arm,Lung_hypoinflation,751,467,5,6
lungs,condition,hypoinflated,Lung_hypoinflation,448,695,6,6
lungs,condition,low volumes,Lung_hypoinflation,448,468,6,6
lungs,condition,clear,Lung_hypoinflation,448,658,6,6
lungs,condition,hypoventilated,Lung_hypoinflation,448,443,6,6
heart,size,normal,Lung_hypoinflation,351,134,2,6
heart,size,mildly enlarged,Lung_hypoinflation,351,407,2,6
heart,size,borderline,Lung_hypoinflation,351,698,2,6
heart,size,cardiomegaly,Lung_hypoinflation,351,590,2,6
mediastinum,appearance,unremarkable,Lung_hypoinflation,469,504,5,6
mediastinum,appearance,normal,Lung_hypoinflation,469,134,5,6
mediastinum,appearance,widened,Lung_hypoinflation,469,359,5,6
aorta,condition,tortuous,Lung_hypoinflation,336,432,6,6
aorta,condition,calcified,Lung_hypoinflation,336,494,6,6
aorta,condition,atherosclerotic,Lung_hypoinflation,336,330,6,6
diaphragm,condition,elevated,Lung_hypoinflation,471,118,6,6
diaphragm,condition,eventration,Lung_hypoinflation,471,343,6,6
pleural effusion,presence,small,Lung_hypoinflation,354,724,12,6
pleural effusion,presence,bilateral,Lung_hypoinflation,354,594,12,6
pleural effusion,appearance,right,Lung_hypoinflation,354,683,5,6
pleural effusion,appearance,left,Lung_hypoinflation,354,244,5,6
pneumothorax,presence,no,Lung_hypoinflation,160,587,12,6
pulmonary vasculature,appearance,normal,Lung_hypoinflation,80,134,5,6
pulmonary vasculature,appearance,congested,Lung_hypoinflation,80,319,5,6
atelectasis,appearance,bibasilar,Lung_hypoinflation,54,361,5,6
atelectasis,appearance,left base,Lung_hypoinflation,54,474,5,6
atelectasis,appearance,right base,Lung_hypoinflation,54,206,5,6
infiltrate,appearance,right lower lobe,Lung_hypoinflation,633,56,5,6
infiltrate,appearance,left lower lobe,Lung_hypoinflation,633,425,5,6
consolidation,appearance,right lower lobe,Lung_hypoinflation,804,56,5,6
consolidation,appearance,left lower lobe,Lung_hypoinflation,804,425,5,6
granuloma,type,calcified,Lung_hypoinflation,507,494,18,6
granuloma,appearance,right upper lobe,Lung_hypoinflation,507,413,5,6
granuloma,appearance,left upper lobe,Lung_hypoinflation,507,254,5,6
hilar lymph nodes,condition,calcified,Lung_hypoinflation,353,494,6,6
hilar lymph nodes,appearance,right,Lung_hypoinflation,353,683,5,6
hilar lymph nodes,appearance,left,Lung_hypoinflation,353,244,5,6
spine,condition,degenerative changes,Lung_hypoinflation,338,66,6,6
spine,condition,scoliosis,Lung_hypoinflation,338,213,6,6
spine,condition,kyphosis,Lung_hypoinflation,338,417,6,6
rib,condition,fracture,Lung_hypoinflation,711,341,6,6
rib,appearance,left,Lung_hypoinflation,711,244,5,6
rib,appearance,right,Lung_hypoinflation,711,683,5,6
pacemaker,presence,yes,Lung_hypoinflation,680,577,12,6
pacemaker,appearance,left chest wall,Lung_hypoinflation,680,193,5,6
AICD,presence,yes,Lung_hypoinflation,261,577,12,6
AICD,appearance,left chest wall,Lung_hypoinflation,261,193,5,6
central venous catheter,presence,yes,Lung_hypoinflation,299,577,12,6
central venous catheter,appearance,right internal jugular,Lung_hypoinflation,299,68,5,6
PICC line,presence,yes,Lung_hypoinflation,751,577,12,6
PICC line,appearance,left arm,Lung_hypoinflation,751,467,5,6
sternotomy wires,presence,yes,Lung_hypoinflation,684,577,12,6
hiatal hernia,presence,yes,Lung_hypoinflation,433,577,12,6
cholecystectomy clips,presence,yes,Lung_hypoinflation,409,577,12,6
cholecystectomy clips,appearance,right upper quadrant,Lung_hypoinflation,409,677,5,6
lung markings,appearance,crowded,Lung_hypoinflation,670,125,5,6
lung markings,appearance,prominent,Lung_hypoinflation,670,637,5,6
costophrenic angles,appearance,blunted,Lung_hypoinflation,476,713,5,6
trachea,appearance,midline,Lung_hypoinflation,20,380,5,6
trachea,appearance,deviated,Lung_hypoinflation,20,707,5,6
pulmonary edema,presence,mild,Lung_hypoinflation,337,280,12,6
interstitial markings,appearance,prominent,Lung_hypoinflation,526,637,5,6
osseous structures,condition,intact,Lung_hypoinflation,390,813,6,6
osseous structures,condition,osteopenia,Lung_hypoinflation,390,773,6,6
aorta,be,tortuous,normal,336,432,0,7
aorta,be,calcified,normal,336,494,0,7
aorta,be,ectatic,normal,336,22,0,7
aorta,be,unfolded,normal,336,547,0,7
aorta,have,atherosclerotic calcifications,normal,336,730,1,7
aorta,be,dilated,normal,336,524,0,7
aorta,be,prominent,normal,336,637,0,7
aorta,have,aneurysmal enlargement,normal,336,17,1,7
heart,size,normal,normal,351,134,2,7
heart,size,enlarged,normal,351,140,2,7
heart,have,cardiomegaly,normal,351,590,1,7
heart,size,borderline,normal,351,698,2,7
heart,have,left ventricular enlargement,normal,351,277,1,7
lungs,be,clear,normal,448,658,0,7
lungs,have,emphysematous changes,normal,448,790,1,7
lungs,have,granulomas,normal,448,690,1,7
lungs,be,hyperinflated,normal,448,40,0,7
lungs,have,interstitial markings,normal,448,526,1,7
lungs,have,chronic changes,normal,448,509,1,7
lungs,have,COPD changes,normal,448,814,1,7
pleural effusion,be,absent,normal,354,10,0,7
pleural effusion,be,present,normal,354,226,0,7
pneumothorax,be,absent,normal,160,10,0,7
pulmonary edema,be,absent,normal,337,10,0,7
pulmonary edema,be,present,normal,337,226,0,7
thoracic spine,have,degenerative changes,normal,164,66,1,7
thoracic spine,have,osteophytes,normal,164,303,1,7
thoracic spine,have,spondylosis,normal,164,348,1,7
ribs,have,fractures,normal,251,156,1,7
mediastinum,be,normal,normal,469,134,0,7
mediastinum,be,widened,normal,469,359,0,7
pulmonary vasculature,be,normal,normal,80,134,0,7
pulmonary vasculature,be,engorged,normal,80,372,0,7
diaphragm,be,elevated,normal,471,118,0,7
diaphragm,be,flattened,normal,471,232,0,7
hiatal hernia,be,present,normal,433,226,0,7
sternotomy wires,be,present,normal,684,226,0,7
pacemaker,be,present,normal,680,226,0,7
ICD leads,be,present,normal,234,226,0,7
airspace consolidation,be,absent,normal,2,10,0,7
airspace consolidation,be,present,normal,2,226,0,7
atelectasis,be,present,normal,54,226,0,7
interstitial markings,be,present,normal,526,226,0,7
nodules,be,present,normal,613,226,0,7
calcified lymph nodes,be,present,normal,29,226,0,7
scoliosis,be,present,normal,213,226,0,7
kyphosis,be,present,normal,417,226,0,7
osteopenia,be,present,normal,773,226,0,7
pleural thickening,be,present,normal,295,226,0,7
pulmonary hypertension,may be,present,normal,172,226,3,7
costophrenic angles,be,blunted,normal,476,713,0,7
lung volumes,be,low,normal,502,253,0,7
lung volumes,be,normal,normal,502,134,0,7
trachea,be,midline,normal,20,380,0,7
surgical clips,be,present,normal,793,226,0,7
vertebral bodies,have,wedge deformities,normal,663,194,1,7
clavicle,have,deformity,normal,360,16,1,7
azygos fissure,be,present,normal,635,226,0,7
pulmonary nodules,be,present,normal,235,226,0,7
pleural plaques,be,present,normal,578,226,0,7
bronchial wall thickening,be,present,normal,416,226,0,7
pulmonary fibrosis,may be,present,normal,188,226,3,7
lung scarring,be,present,normal,584,226,0,7
mediastinal lymphadenopathy,may be,present,normal,392,226,3,7
aortic aneurysm,may be,present,normal,424,226,3,7
tracheostomy tube,be,present,normal,611,226,0,7
mitral annular calcification,be,present,normal,327,226,0,7
apical scarring,be,present,normal,162,226,0,7
calcified granuloma,located in,lung,normal,382,758,4,7
calcified granuloma,located in,right upper lobe,normal,382,413,4,7
calcified granuloma,located in,left upper lobe,normal,382,254,4,7
calcified granuloma,located in,right lower lobe,normal,382,56,4,7
calcified granuloma,located in,left lower lobe,normal,382,425,4,7
calcified granuloma,located in,right midlung,normal,382,185,4,7
calcified granuloma,located in,left midlung,normal,382,591,4,7
calcified granuloma,located in,right hilar region,normal,382,168,4,7
calcified granuloma,located in,left hilar region,normal,382,314,4,7
calcified granuloma,located in,right apex,normal,382,167,4,7
calcified granuloma,located in,left apex,normal,382,779,4,7
calcified granuloma,located in,right base,normal,382,206,4,7
calcified granuloma,located in,left base,normal,382,474,4,7
calcified granuloma,located in,right middle lobe,normal,382,778,4,7
calcified granuloma,located in,lingula,normal,382,100,4,7
calcified granuloma,located in,right costophrenic angle,normal,382,328,4,7
calcified granuloma,located in,left costophrenic angle,normal,382,669,4,7
calcified granuloma,size,3 mm,normal,382,224,2,7
calcified granuloma,size,4 mm,normal,382,283,2,7
calcified granuloma,size,5 mm,normal,382,806,2,7
calcified granuloma,size,6 mm,normal,382,308,2,7
calcified granuloma,size,8 mm,normal,382,490,2,7
calcified granuloma,size,1.7 cm,normal,382,699,2,7
calcified granuloma,size,2 cm,normal,382,38,2,7
calcified granuloma,appearance,stable,normal,382,461,5,7
calcified granuloma,appearance,unchanged,normal,382,286,5,7
heart,size,normal,normal,351,134,2,7
heart,size,enlarged,normal,351,140,2,7
heart,size,mildly enlarged,normal,351,407,2,7
heart,size,upper limits of normal,normal,351,431,2,7
lungs,condition,clear,normal,448,658,6,7
lungs,condition,hyperexpanded,normal,448,765,6,7
lungs,condition,emphysematous,normal,448,284,6,7
lungs,condition,well-expanded,normal,448,807,6,7
lungs,condition,low volume,normal,448,411,6,7
pleural effusion,status,absent,normal,354,10,7,7
pleural effusion,status,present,normal,354,226,7,7
pleural effusion,appearance,left,normal,354,244,5,7
pleural effusion,appearance,right,normal,354,683,5,7
pleural effusion,appearance,bilateral,normal,354,594,5,7
pleural effusion,size,small,normal,354,724,2,7
pneumothorax,status,absent,normal,160,10,7,7
pneumothorax,status,present,normal,160,226,7,7
thoracic spine,condition,degenerative changes,normal,164,66,6,7
thoracic spine,condition,osteophytes,normal,164,303,6,7
thoracic spine,condition,scoliosis,normal,164,213,6,7
aorta,condition,calcified,normal,336,494,6,7
aorta,condition,tortuous,normal,336,432,6,7
aorta,condition,ectatic,normal,336,22,6,7
mediastinal contour,appearance,normal,normal,748,134,5,7
mediastinal contour,appearance,widened,normal,748,359,5,7
pulmonary vasculature,appearance,normal,normal,80,134,5,7
pulmonary vasculature,appearance,prominent,normal,80,637,5,7
COPD,associate,lung changes,normal,706,202,8,7
COPD,associate,hyperinflation,normal,706,694,8,7
hiatal hernia,status,present,normal,433,226,7,7
hiatal hernia,size,small,normal,433,724,2,7
rib fractures,status,present,normal,84,226,7,7
rib fractures,appearance,left,normal,84,244,5,7
rib fractures,appearance,right,normal,84,683,5,7
sternotomy wires,status,present,normal,684,226,7,7
pacemaker,status,present,normal,680,226,7,7
pacemaker,appearance,left chest,normal,680,397,5,7
ICD leads,status,present,normal,234,226,7,7
lung nodules,status,present,normal,697,226,7,7
lung nodules,size,small,normal,697,724,2,7
lung nodules,appearance,noncalcified,normal,697,640,5,7
atelectasis,appearance,bibasilar,normal,54,361,5,7
atelectasis,appearance,left base,normal,54,474,5,7
atelectasis,appearance,right base,normal,54,206,5,7
osteopenia,appearance,spine,normal,773,338,5,7
osteopenia,appearance,ribs,normal,773,251,5,7
scoliosis,appearance,thoracic spine,normal,213,164,5,7
scoliosis,severity,mild,normal,213,280,9,7
calcified lymph nodes,appearance,hilar,normal,29,219,5,7
calcified lymph nodes,appearance,mediastinal,normal,29,63,5,7
pulmonary fibrosis,status,present,normal,188,226,7,7
pulmonary fibrosis,appearance,bilateral,normal,188,594,5,7
pleural thickening,appearance,apical,normal,295,137,5,7
pleural thickening,appearance,right,normal,295,683,5,7
pleural thickening,appearance,left,normal,295,244,5,7
cardiomegaly,status,present,normal,590,226,7,7
atherosclerosis,appearance,aorta,normal,4,336,5,7
atherosclerosis,severity,moderate,normal,4,612,9,7
emphysema,associate,lung changes,normal,371,202,8,7
emphysema,appearance,upper lobes,normal,371,656,5,7
bronchial wall thickening,status,present,normal,416,226,7,7
bronchial wall thickening,appearance,diffuse,normal,416,568,5,7
interstitial markings,appearance,bilateral,normal,526,594,5,7
interstitial markings,appearance,increased,normal,526,347,5,7
kyphosis,appearance,thoracic spine,normal,417,164,5,7
kyphosis,severity,mild,normal,417,280,9,7
pectus excavatum,status,present,normal,132,226,7,7
pectus carinatum,status,present,normal,795,226,7,7
diaphragm,appearance,elevated,normal,471,118,5,7
diaphragm,appearance,normal,normal,471,134,5,7
trachea,appearance,midline,normal,20,380,5,7
trachea,appearance,deviated,normal,20,707,5,7
costophrenic angles,appearance,sharp,normal,476,190,5,7
costophrenic angles,appearance,blunted,normal,476,713,5,7
bony structures,appearance,intact,normal,632,813,5,7
bony structures,appearance,degenerative changes,normal,632,66,5,7
soft tissues,appearance,normal,normal,744,134,5,7
soft tissues,appearance,swelling,normal,744,725,5,7
calcified granuloma,associate,previous infection,normal,382,310,8,7
calcified granuloma,associate,tuberculosis,normal,382,401,8,7
calcified granuloma,associate,histoplasmosis,normal,382,482,8,7
calcified granuloma,clinical significance,benign,normal,382,442,10,7
calcified granuloma,clinical significance,requires monitoring,normal,382,745,10,7
calcified granuloma,differential diagnosbe,includes malignancy,normal,382,119,11,7
calcified granuloma,differential diagnosbe,includes sarcoidosis,normal,382,520,11,7
calcified granuloma,differential diagnosbe,includes fungal infection,normal,382,399,11,7
pulmonary arteries,appearance,normal,normal,487,134,5,7
pulmonary arteries,appearance,enlarged,normal,487,140,5,7
bronchi,appearance,normal,normal,749,134,5,7
bronchi,appearance,thickened walls,normal,749,214,5,7
lung volumes,status,normal,normal,502,134,7,7
lung volumes,status,decreased,normal,502,624,7,7
lung volumes,status,increased,normal,502,347,7,7
pleural plaques,status,present,normal,578,226,7,7
pleural plaques,appearance,bilateral,normal,578,594,5,7
pleural plaques,associate,asbestos exposure,normal,578,546,8,7
air bronchograms,status,present,normal,180,226,7,7
air bronchograms,appearance,right lower lobe,normal,180,56,5,7
air bronchograms,associate,pneumonia,normal,180,48,8,7
cardiomediastinal silhouette,appearance,normal,normal,692,134,5,7
cardiomediastinal silhouette,appearance,enlarged,normal,692,140,5,7
calcified granuloma,associate,none,normal,382,249,8,7
calcified granuloma,associate,surrounding inflammation,normal,382,540,8,7
lungs,status,clear,normal,448,658,7,7
lungs,status,expanded,normal,448,780,7,7
infiltrates,presence,no,normal,720,587,12,7
atelectasis,appearance,lingula,normal,54,100,5,7
heart size,status,normal,normal,55,134,7,7
calcified granuloma,appearance,right hilar,normal,382,333,5,7
lungs,status,hyperinflated,normal,448,40,7,7
pulmonary vasculature,status,normal,normal,80,134,7,7
pleural effusion,presence,no,normal,354,587,12,7
pneumothorax,presence,no,normal,160,587,12,7
calcified granuloma,appearance,left midlung,normal,382,591,5,7
calcified lymph nodes,appearance,left hilar,normal,29,714,5,7
calcified lymph nodes,appearance,mediastinal,normal,29,63,5,7
aorta,status,tortuous,normal,336,432,7,7
aorta,status,calcified,normal,336,494,7,7
spine,condition,degenerative changes,normal,338,66,6,7
ribs,condition,no acute fractures,normal,251,486,6,7
calcified granuloma,appearance,left upper lobe,normal,382,254,5,7
calcified granuloma,appearance,left lower lobe,normal,382,425,5,7
calcified granuloma,size,small,normal,382,724,2,7
calcified granuloma,size,large,normal,382,447,2,7
calcified granuloma,number,multiple,normal,382,292,13,7
calcified granuloma,number,single,normal,382,223,13,7
calcified granuloma,stability,stable,normal,382,461,14,7
calcified granuloma,stability,unchanged,normal,382,286,14,7
calcified lymph nodes,size,small,normal,29,724,2,7
calcified lymph nodes,size,large,normal,29,447,2,7
calcified lymph nodes,number,multiple,normal,29,292,13,7
calcified lymph nodes,number,single,normal,29,223,13,7
calcified lymph nodes,stability,stable,normal,29,461,14,7
calcified lymph nodes,stability,unchanged,normal,29,286,14,7
heart,size,enlarged,normal,351,140,2,7
heart,size,normal,normal,351,134,2,7
lungs,condition,emphysema,normal,448,371,6,7
lungs,condition,COPD,normal,448,706,6,7
retrosternal space,status,increased,normal,358,347,7,7
pulmonary edema,presence,no,normal,337,587,12,7
pulmonary edema,presence,yes,normal,337,577,12,7
consolidation,presence,no,normal,804,587,12,7
consolidation,presence,yes,normal,804,577,12,7
atelectasis,appearance,bibasilar,normal,54,361,5,7
pleural thickening,appearance,left lateral,normal,295,576,5,7
pleural thickening,appearance,right lateral,normal,295,531,5,7
sternotomy wires,presence,yes,normal,684,577,12,7
aortic valve,status,prosthetic,normal,252,750,7,7
CABG,represent,clips,normal,726,604,15,7
CABG,represent,markers,normal,726,660,15,7
coronary artery,represent,stents,normal,458,207,15,7
lung volumes,status,low,normal,502,253,7,7
scoliosis,appearance,thoracolumbar,normal,213,304,5,7
osteophytes,appearance,thoracic spine,normal,303,164,5,7
fracture,appearance,right humeral,normal,341,585,5,7
fracture,status,fixation,normal,341,217,7,7
bone density,status,osteopenia,normal,588,773,7,7
clavicle,condition,old fracture,normal,360,248,6,7
pulmonary arteries,status,prominent,normal,487,637,7,7
costophrenic angles,status,blunted,normal,476,713,7,7
airspace disease,appearance,right basilar,normal,352,121,5,7
pleural plaques,presence,yes,normal,578,577,12,7
pleural plaques,associate,asbestos exposure,normal,578,546,8,7
calcified granuloma,differential diagnosbe,tuberculosis,normal,382,401,11,7
calcified granuloma,differential diagnosbe,histoplasmosis,normal,382,482,11,7
calcified granuloma,clinical significance,benign,normal,382,442,10,7
